Plot_ID;Genotype;Bloc;Location;Year;protein;tgw;kph;screenings;plot_lengt;plot_width;moisture;plot_yld;ave_moist;septoria1;septoria2;septoria3;mildew1;yld_ton_ha;mildew2;yelow_rst1;yelow_rst2;heading1;septoria4;brown_rst1;mildew3;yelow_rst3;lodging1;str_height;node_brek1;vigour;lodging2;hagberg;sprout_fld;mildew4;green_leaf;septoria5;fusarium1;heading2;ripen1;emergence;plant_coun;fusarium2;headng_old;flowerdate;lodging3;lodging4;fusar_fld;mildew_old;fusar_lab;shedding;sprout_lab;germin;yelow_rst4;yelow_rst5;nodorum;takeall;flowering;bydv;brown_rst2
BN_2010_1;Alchemy;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,7;15;6;7,5;6;NA;9,112;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_10;Alves;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;15,4;15;7,5;7,5;6,5;NA;7,928;NA;NA;NA;NA;5,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_11;SJ 08-53;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16,8;15;7;7;5,5;NA;8,649;NA;NA;NA;NA;5,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_12;Denman;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,4;15;7,5;7,5;7;NA;8,958;NA;NA;NA;NA;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_13;Grafton;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;15,9;15;6;6;4;NA;8,185;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_14;Edgar;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16,8;15;7;7,5;6,5;NA;8,649;NA;NA;NA;NA;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_15;Stigg;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,8;15;7,5;7,5;7,5;NA;9,163;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_16;Kingdom;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16;15;6,5;6;4,5;NA;8,237;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_17;Lion (Wheat);BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16,4;15;7;7;5,5;NA;8,443;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_18;Trapez;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,5;15;7;7;5,5;NA;9,009;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_19;Cordiale;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;15,4;15;6;6;4;NA;7,928;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_2;Einstein;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16;15;5;6;4;NA;8,237;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_20;ELS 0849;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16,5;15;6,5;6;5;NA;8,494;NA;NA;NA;NA;4,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_21;Gravitas;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,8;15;7,5;7,5;7;NA;9,163;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_22;Cordiale;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16;15;5;NA;3;NA;8,237;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_23;Avatar;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16,2;15;7;NA;5;NA;8,34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_24;JB Diego;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16,6;15;6,5;NA;4;NA;8,546;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_25;Denman;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17;15;7;NA;6,5;NA;8,752;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_26;Semu 06081;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16;15;6,5;NA;6,5;NA;8,237;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_27;Oakley;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;19,3;15;7;NA;5;NA;9,936;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_28;Gravitas;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;19,2;15;6,5;NA;5;NA;9,884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_29;Grafton;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17;15;5,5;NA;4;NA;8,752;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_3;JB Diego;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16,7;15;6,5;7;5,5;NA;8,597;NA;NA;NA;NA;5,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_30;Stigg;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;18,4;15;7;NA;7;NA;9,472;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_31;Kingdom;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;15,5;15;7;NA;4,5;NA;7,979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_32;Einstein;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16;15;6;NA;4;NA;8,237;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_33;CPBT W153;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,9;15;6;NA;4;NA;9,215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_34;Invicta;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,3;15;6,5;NA;6,5;NA;8,906;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_35;Lion (Wheat);BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,4;15;7;NA;5,5;NA;8,958;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_36;Trapez;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,7;15;7;NA;5,5;NA;9,112;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_37;Edgar;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;15,9;15;7;NA;5;NA;8,185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_38;SJ 08-53;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16,4;15;6;NA;5;NA;8,443;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_39;Alves;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;15,1;15;7;NA;6;NA;7,773;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_4;Invicta;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16,4;15;7;7;7;NA;8,443;NA;NA;NA;NA;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_40;Alchemy;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16,1;15;6;NA;6,5;NA;8,288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_41;ELS 0849;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,6;15;6;NA;4,5;NA;9,06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_42;SY Epson;BN_2010_2;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16,9;15;7,5;NA;6;NA;8,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_5;Oakley;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,6;15;7;7;6;NA;9,06;NA;NA;NA;NA;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_6;Avatar;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;16,9;15;7;7;5;NA;8,7;NA;NA;NA;NA;5,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_7;Semu 06081;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;14,3;15;7,5;7,5;7,5;NA;7,362;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_8;SY Epson;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,9;15;7,5;7,5;6;NA;9,215;NA;NA;NA;NA;5,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_9;CPBT W153;BN_2010_1;BN;2010;NA;NA;NA;NA;10,5;1,85;15;17,6;15;7;7;4;NA;9,06;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_1;Gravitas;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;12,9;16,2;7;6;NA;9;7,724;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_10;Invicta;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;12,1;16,7;7,5;6;NA;9;7,202;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_11;Einstein;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;10;16,4;5;4;NA;9;5,973;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_12;SY Epson;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;12,8;16,4;7;6,5;NA;9;7,646;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_13;Edgar;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;14,1;16,8;7;7;NA;9;8,382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_14;Stigg;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;14,2;16,1;8;8;NA;9;8,513;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_15;CPBT W153;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;11,8;16,5;6;4;NA;9;7,04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_16;Grafton;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;11,5;16,3;6;5;NA;9;6,878;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_17;Alchemy;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;13,1;16,6;7,5;7;NA;9;7,807;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_18;Kingdom;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;11;16,2;4,5;3;NA;9;6,587;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_19;SJ 08-53;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;12,7;16,5;6,5;5;NA;8;7,577;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_2;Oakley;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;10,5;16,3;4;3;NA;7,5;6,28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_20;Denman;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;11,9;16,4;7;5,5;NA;7,5;7,108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_21;Avatar;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;14;16,2;6,5;6;NA;9;8,383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_22;Grafton;KN_2010_2;KN;2010;10,9;43,46;67,7;2,71;8,9;1,85;16,3;12,4;16,3;6;NA;NA;NA;7,416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_23;Alchemy;KN_2010_2;KN;2010;10,3;43,81;66,2;2,69;8,9;1,85;16,6;13;16,6;7,5;NA;NA;NA;7,747;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_24;Denman;KN_2010_2;KN;2010;9,8;38,79;66,8;3,97;8,9;1,85;16,4;12,9;16,4;7;NA;NA;NA;7,706;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_25;Kingdom;KN_2010_2;KN;2010;11,6;39,24;62,1;2,58;8,9;1,85;16,2;10,9;16,2;5;NA;NA;NA;6,527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_26;Stigg;KN_2010_2;KN;2010;9,9;43,81;65,5;1,87;8,9;1,85;16,1;14,8;16,1;8,5;NA;NA;NA;8,872;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_27;CPBT W153;KN_2010_2;KN;2010;11,6;40,15;64,9;4,85;8,9;1,85;16,5;11,6;16,5;6;NA;NA;NA;6,921;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_28;Einstein;KN_2010_2;KN;2010;10,7;40,81;67,7;5,05;8,9;1,85;16,4;11,3;16,4;5,5;NA;NA;NA;6,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_29;Edgar;KN_2010_2;KN;2010;11,4;48,58;71,6;3,95;8,9;1,85;16,8;13,5;16,8;7;NA;NA;NA;8,026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_3;Trapez;KN_2010_1;KN;2010;NA;NA;NA;NA;8,9;1,85;NA;12,3;16,6;5,5;4,5;NA;8;7,33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_30;Semu 06081;KN_2010_2;KN;2010;10,9;42,14;72,5;2,34;8,9;1,85;16,5;11,6;16,5;6,5;NA;NA;NA;6,921;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_31;Trapez;KN_2010_2;KN;2010;10;43,64;69,4;2,83;8,9;1,85;16,6;13,7;16,6;6;NA;NA;NA;8,164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_32;Alves;KN_2010_2;KN;2010;10,2;44,32;73;2,23;8,9;1,85;16,6;13,1;16,6;6,5;NA;NA;NA;7,807;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KN_2010_33;Cordiale;KN_2010_2;KN;2010;10,9;40,97;66,1;2,34;8,9;1,85;16,4;12,6;16,4;5;NA;NA;NA;7,527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
