Plot_ID;Genotype;Bloc;Location;Year;protein;tgw;kph;plot_lengt;plot_width;moisture;plot_yld;ave_moist;yld_ton_ha;str_height;screenings;septoria1;heading1;lodging1;mildew1;hagberg;ripen1;node_brek1;vigour;sprout_fld;lodging2;fusarium1;emergence;mildew2;yelow_rst1;septoria2;shedding;fusar_lab;septoria3;heading2;fusarium2;sprout_lab;yellowblot;green_leaf;water_abso;plant_coun;takeall;mnivale;germin;flowerdate;fusar_fld;ripen2;node_brek2;yelow_rst2;flowering;growthstge;brown_rst1;bydv;sprout_fl2
BN_2010_1;Alves;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;44,7;16,73;8,932;NA;NA;NA;8;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;NA;NA;NA;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_10;Grafton;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;45,733;16,32;9,184;NA;NA;NA;7;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;NA;NA;NA;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_11;Trapez;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;46,767;16,75;9,343;NA;NA;NA;8;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;NA;NA;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_12;Avatar;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;50,933;17,1;10,133;NA;NA;NA;6;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;NA;NA;NA;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_13;Denman;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;45,7;16,29;9,18;NA;NA;NA;7;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;NA;NA;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_14;Kingdom;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;44,6;16,26;8,963;NA;NA;NA;8;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;NA;NA;NA;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_15;Alchemy;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;47,933;17,3;9,513;NA;NA;NA;6;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38;NA;NA;NA;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_16;Stigg;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;44,933;16,72;8,98;NA;NA;NA;5;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38;NA;NA;NA;39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_17;Lion (Wheat);BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;48,8;16,39;9,791;NA;NA;NA;7;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32;NA;NA;NA;91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_18;Gravitas;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;47,5;16,81;9,483;NA;NA;NA;6;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36;NA;NA;NA;35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_19;Edgar;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;42,1;16,75;8,411;NA;NA;NA;7;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;NA;NA;NA;66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_2;Einstein;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;45,267;16,44;9,077;NA;NA;NA;8;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;NA;NA;NA;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_20;SJ 08-53;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;47,267;16,72;9,446;NA;NA;NA;8;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;NA;NA;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_21;ELS 0849;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;46,8;16,77;9,347;NA;NA;NA;5;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;NA;NA;NA;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_22;Oakley;BN_2010_2;BN;2010;8;49,4;75,1;26,5;1,85;17,06;51,9;16,95;10,344;NA;3,4;NA;6;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_23;Avatar;BN_2010_2;BN;2010;8;48,1;75,9;26,5;1,85;17,42;53,5;17,1;10,643;NA;3,4;NA;7;NA;NA;NA;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_24;Grafton;BN_2010_2;BN;2010;9;49,3;76,8;26,5;1,85;16,42;47,1;16,32;9,458;NA;2,6;NA;8;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_25;Alves;BN_2010_2;BN;2010;8;47,7;78;26,5;1,85;16,78;43,9;16,73;8,772;NA;3,2;NA;6;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_26;Lion (Wheat);BN_2010_2;BN;2010;8;47,6;75,5;26,5;1,85;16,64;50,7;16,39;10,173;NA;3,1;NA;7;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_27;Einstein;BN_2010_2;BN;2010;9;50,7;76,3;26,5;1,85;16,53;46,9;16,44;9,404;NA;2;NA;7;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_28;Alchemy;BN_2010_2;BN;2010;8;50;75,2;26,5;1,85;17,91;50;17,3;9,923;NA;2,2;NA;5;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_29;Cordiale;BN_2010_2;BN;2010;10;45,8;78;26,5;1,85;16,6;49,2;16,61;9,846;NA;3,1;NA;8;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_3;Invicta;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;46,7;17,13;9,287;NA;NA;NA;6;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44;NA;NA;NA;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_30;SY Epson;BN_2010_2;BN;2010;9;49,3;75;26,5;1,85;17,01;49,2;16,79;9,824;NA;2,1;NA;7;NA;NA;NA;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_31;SJ 08-53;BN_2010_2;BN;2010;9;50,2;74,4;26,5;1,85;16,63;48,6;16,72;9,713;NA;3,8;NA;7;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_32;JB Diego;BN_2010_2;BN;2010;8;51,6;77;26,5;1,85;16,57;48,4;16,47;9,702;NA;2,6;NA;7;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_33;Trapez;BN_2010_2;BN;2010;8;50,5;75,9;26,5;1,85;16,87;45,8;16,75;9,15;NA;3,2;NA;7;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_34;ELS 0849;BN_2010_2;BN;2010;9;46,1;76,2;26,5;1,85;17,03;47,7;16,77;9,527;NA;3;NA;4;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_35;Gravitas;BN_2010_2;BN;2010;8;45,4;75,3;26,5;1,85;17,03;49,1;16,81;9,802;NA;3,5;NA;5;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_36;Invicta;BN_2010_2;BN;2010;8;48,3;74,5;26,5;1,85;17,36;45,4;17,13;9,029;NA;1,5;NA;6;NA;NA;NA;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_37;Edgar;BN_2010_2;BN;2010;9;50,6;77,5;26,5;1,85;16,75;40,6;16,75;8,111;NA;3,3;NA;6;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_38;Stigg;BN_2010_2;BN;2010;8;47,5;71,4;26,5;1,85;16,99;43,4;16,72;8,673;NA;3,1;NA;6;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_39;Kingdom;BN_2010_2;BN;2010;9;48,7;77,5;26,5;1,85;16,32;42,4;16,26;8,52;NA;2,8;NA;7;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_4;Oakley;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;49,1;16,95;9,786;NA;NA;NA;7;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;NA;NA;NA;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_40;Semu 06081;BN_2010_2;BN;2010;9;45,8;79,4;26,5;1,85;17;39,6;16,91;7,896;NA;2,3;NA;7;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_41;CPBT W153;BN_2010_2;BN;2010;9;49,4;78,9;26,5;1,85;16,25;45,6;16,22;9,168;NA;1,9;NA;7;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_42;Denman;BN_2010_2;BN;2010;8;42,3;73,1;26,5;1,85;16,28;44,6;16,29;8,959;NA;2,8;NA;5;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_43;Gravitas;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;46;16,81;9,183;81,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_44;Stigg;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;46,1;16,72;9,213;71,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_45;Denman;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;45,5;16,29;9,14;73,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_46;Avatar;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;48,5;17,1;9,648;82,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_47;Oakley;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;47,8;16,95;9,526;76,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_48;Invicta;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;47,2;17,13;9,386;83,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_49;Cordiale;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;43,6;16,61;8,725;70,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_5;SY Epson;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;48,167;16,79;9,618;NA;NA;NA;8;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;NA;NA;NA;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_50;Alchemy;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;46,7;17,3;9,268;81,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_51;Semu 06081;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;42,2;16,91;8,414;80,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_52;Alves;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;44,6;16,73;8,912;94,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_53;CPBT W153;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;48,1;16,22;9,67;75,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_54;Kingdom;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;47,3;16,26;9,505;82,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_55;Grafton;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;46,7;16,32;9,378;67,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_56;Einstein;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;45,8;16,44;9,184;75,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_57;SY Epson;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;48,1;16,79;9,605;79,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_58;JB Diego;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;47,9;16,47;9,602;79;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_59;ELS 0849;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;45,7;16,77;9,128;77,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_6;CPBT W153;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;46,333;16,22;9,315;NA;NA;NA;8;NA;NA;NA;7,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32;NA;NA;NA;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_60;SJ 08-53;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;45,8;16,72;9,153;80,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_61;Lion (Wheat);BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;47,5;16,39;9,53;83,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_62;Trapez;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;47,4;16,75;9,469;84,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_63;Edgar;BN_2010_3;BN;2010;NA;NA;NA;26,5;1,85;NA;42,7;16,75;8,531;94,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_64;SJ 08-53;BN_2010_4;BN;2010;9;47,2;74,7;26,5;1,85;16,81;47,4;16,72;9,473;79,9;6,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_65;Cordiale;BN_2010_4;BN;2010;10;44,3;78,3;26,5;1,85;16,61;44,6;16,61;8,925;71,4;6,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_66;Edgar;BN_2010_4;BN;2010;10;48,5;78;26,5;1,85;16,75;43;16,75;8,59;94,7;6,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_67;Semu 06081;BN_2010_4;BN;2010;10;46,6;80,7;26,5;1,85;16,81;42,2;16,91;8,414;76,2;3,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_68;Alves;BN_2010_4;BN;2010;10;47,5;78,7;26,5;1,85;16,67;45,6;16,73;9,112;91,2;6,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_69;Trapez;BN_2010_4;BN;2010;10;46,7;76,9;26,5;1,85;16,63;47,1;16,75;9,41;79,9;7,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_7;Cordiale;BN_2010_1;BN;2010;NA;NA;NA;26,5;1,85;NA;45,8;16,61;9,165;NA;NA;NA;8;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36;NA;NA;NA;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_70;JB Diego;BN_2010_4;BN;2010;9;49,7;78,2;26,5;1,85;16,36;48,8;16,47;9,782;82,3;6,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_71;Denman;BN_2010_4;BN;2010;9;43,3;74,9;26,5;1,85;16,3;47;16,29;9,441;69,9;6,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_72;Alchemy;BN_2010_4;BN;2010;8;46,8;76,5;26,5;1,85;16,68;47,1;17,3;9,347;80,5;4,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_73;Lion (Wheat);BN_2010_4;BN;2010;8;47,4;75,9;26,5;1,85;16,14;48,2;16,39;9,671;81,2;5,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_74;ELS 0849;BN_2010_4;BN;2010;9;43,1;76,8;26,5;1,85;16,5;47;16,77;9,387;76,8;6,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_75;CPBT W153;BN_2010_4;BN;2010;10;47,5;79,8;26,5;1,85;16,18;45,3;16,22;9,108;72,8;3,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_76;SY Epson;BN_2010_4;BN;2010;9;46,9;75,7;26,5;1,85;16,56;47,2;16,79;9,425;76,7;3,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_77;Kingdom;BN_2010_4;BN;2010;10;45,8;78,5;26,5;1,85;16,19;44,1;16,26;8,862;77,5;4,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BN_2010_78;Oakley;BN_2010_4;BN;2010;8;45;73,2;26,5;1,85;16,83;47,6;16,95;9,487;74,3;7,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
